-BEGIN HEADER-,,,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,,,
Dates (month/day/year): 01/01/2019 through 12/31/2021 ,,,,,,,,,,,,
Location: Latitude  10.7269   Longitude 106.6897 ,,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 13.02 meters,,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,,
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) ,,,,,,,,,,,,
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) ,,,,,,,,,,,,
TS              MERRA-2 Earth Skin Temperature (C) ,,,,,,,,,,,,
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) ,,,,,,,,,,,,
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,,,,,
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,,,,,
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,,
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2021,6,30,27.06,24.69,25.87,27.32,4.36,29.31,24.95,19.41,87.12,5.75
2021,7,1,27.43,24.23,25.83,27.98,7.36,31.23,23.87,18.92,83.38,0.72
2021,7,2,27.73,24.83,26.28,28.01,5.27,30.44,25.18,19.59,84.62,0.17
2021,7,3,27.88,25.06,26.47,28.19,5.66,30.7,25.04,19.9,85,2.23
2021,7,4,27.76,25.72,26.74,27.9,3.85,29.79,25.94,20.69,88.81,0.8
2021,7,5,27.41,25.21,26.31,27.57,3.77,29.44,25.66,20.08,88.06,9.44
2021,7,6,26.82,25.02,25.92,27.18,4.09,28.81,24.73,19.84,90,35.2
2021,7,7,26.4,24.91,25.66,26.76,3.04,28.16,25.12,19.71,91.56,29.8
2021,7,8,26.34,24.87,25.61,26.66,2.42,27.62,25.2,19.65,91.5,25.21
2021,7,9,26.54,24.5,25.51,26.81,3.3,28.36,25.05,19.23,88.62,13.15
2021,7,10,27.33,24.34,25.83,27.69,4.91,30.13,25.22,19.04,84.12,2.38
2021,7,11,27.44,24.23,25.83,27.64,4.25,29.94,25.69,18.86,82.88,0.71
2021,7,12,27.19,24.85,26.01,27.29,3.34,29,25.65,19.59,87.19,2.11
2021,7,13,27.94,24.73,26.33,28.16,4.64,30.62,25.97,19.47,83.19,8.48
2021,7,14,27.37,24.73,26.05,27.64,3.61,29.4,25.8,19.47,85.75,20.27
2021,7,15,26.71,24.59,25.65,27.11,3.24,28.56,25.32,19.29,88.31,29.8
2021,7,16,27.14,24.55,25.84,27.54,4.9,29.64,24.74,19.23,86.06,3.5
2021,7,17,27.27,24.98,26.13,27.51,4.38,29.55,25.17,19.78,87.56,3.01
2021,7,18,27.09,25.1,26.09,27.24,4.07,29.48,25.4,19.96,89,5.02
2021,7,19,26.69,24.48,25.58,26.82,4.66,29.28,24.62,19.17,87.81,5.45
2021,7,20,27.36,24.73,26.05,27.53,5.83,30.48,24.65,19.47,86.06,4.05
2021,7,21,26.92,25.08,26.01,27.02,3.61,28.91,25.3,19.9,89.81,4.49
2021,7,22,27.56,25.23,26.4,27.65,4.88,30.36,25.48,20.08,87.5,1.44
2021,7,23,27.25,25.29,26.26,27.29,3.89,29.46,25.57,20.14,89.19,2.74
2021,7,24,27.27,24.76,26.01,27.33,3.75,29.5,25.75,19.53,86.56,3.04
2021,7,25,27.3,25.12,26.21,27.41,4.53,29.94,25.41,19.96,88.19,12.15
2021,7,26,27.62,25.47,26.54,27.79,5.12,30.48,25.35,20.39,88.38,4.96
2021,7,27,27.75,25.5,26.62,27.9,4.98,30.73,25.75,20.45,87.94,7.28
2021,7,28,27.36,25.47,26.41,27.51,4.35,29.78,25.43,20.39,89.62,17.3
2021,7,29,27.51,25.79,26.65,27.54,3.62,29.79,26.18,20.75,90.44,13.29
2021,7,30,27.04,25.29,26.16,27.17,3.29,28.97,25.68,20.14,90.19,6
2021,7,31,27.43,25.3,26.37,27.51,4.66,30.05,25.39,20.14,88.5,5.7
2021,8,1,27.47,25.18,26.32,27.61,4.69,30.26,25.58,20.02,87.69,4.3
2021,8,2,27.27,25.55,26.41,27.35,4.05,29.56,25.51,20.51,90.44,5.74
2021,8,3,27.22,25.27,26.25,27.33,4.19,29.72,25.53,20.14,89.31,4.6
2021,8,4,27.21,25.46,26.33,27.26,4.12,29.58,25.46,20.32,90.25,13.3
2021,8,5,27.33,25.34,26.33,27.33,3.92,29.69,25.76,20.2,89.12,3.42
2021,8,6,27.32,24.94,26.13,27.33,5.34,30.17,24.83,19.71,87.19,2.4
2021,8,7,27.42,25.38,26.4,27.53,4.77,29.86,25.08,20.26,88.81,0.73
2021,8,8,28,25.95,26.98,28.05,5.38,30.94,25.55,21,88.94,0.83
2021,8,9,28.2,26.07,27.13,28.3,5.09,31.03,25.94,21.12,88.5,3.16
2021,8,10,28,25.8,26.9,28.12,4.41,30.49,26.08,20.81,88.12,3.53
2021,8,11,27.81,25.8,26.81,27.82,3.75,29.98,26.23,20.75,89.06,9.72
2021,8,12,27.67,25.3,26.48,27.95,4.8,30.36,25.56,20.08,87.38,5.93
2021,8,13,27.4,25.02,26.22,27.74,5.04,30.06,25.02,19.84,87.19,3.45
2021,8,14,26.96,24.86,25.9,27.33,4.59,29.3,24.7,19.65,88.5,11.72
2021,8,15,27.14,24.3,25.72,27.52,5.09,29.85,24.76,18.92,84.94,1.4
2021,8,16,27.54,24.06,25.8,28.11,7.73,31.31,23.58,18.68,82.19,0.49
2021,8,17,28.01,24.23,26.12,28.48,6.99,31.96,24.97,18.86,80.94,1.68
2021,8,18,27.98,24.26,26.12,28.27,5.34,31.12,25.77,18.92,80.81,4.27
2021,8,19,27.03,24.66,25.85,27.42,4.23,29.23,25.01,19.41,87.12,9.1
2021,8,20,26.85,24.15,25.5,27.4,4.55,29.22,24.67,18.8,85.5,3.08
2021,8,21,27.61,24.4,26.01,28.36,6.53,31,24.46,19.04,83.38,1.86
2021,8,22,27.41,25.08,26.24,27.8,4.64,29.8,25.17,19.9,87.31,2.39
2021,8,23,27.16,24.99,26.08,27.5,4.35,29.46,25.12,19.78,88.19,4.74
2021,8,24,27.3,25.12,26.21,27.65,4.6,29.83,25.23,19.96,88.25,32.38
2021,8,25,26.59,24.62,25.61,27.09,3.92,28.77,24.85,19.35,89.19,43.37
2021,8,26,26.77,24.62,25.69,27.37,4.42,29.09,24.67,19.35,88.25,12.45
2021,8,27,27.19,24.26,25.73,27.54,5.27,29.97,24.7,18.92,84.5,5.88
2021,8,28,26.95,24.51,25.73,27.32,5.11,29.5,24.39,19.23,86.81,6.75
2021,8,29,26.88,24.49,25.69,27.29,4.09,29.23,25.14,19.23,87,10.38
2021,8,30,27.54,24.63,26.08,27.84,4.68,30.13,25.44,19.35,84.56,15.2
2021,8,31,27.43,24.68,26.05,27.94,4.86,30.35,25.48,19.41,85.38,17.73
2021,9,1,27.09,24.76,25.93,27.62,4.52,29.53,25.01,19.53,87.44,3.1
2021,9,2,27.17,24.9,26.03,27.73,4.64,29.61,24.97,19.65,87.69,9.04
2021,9,3,26.62,24.93,25.77,27.09,3.15,28.38,25.23,19.71,90.44,32.96
2021,9,4,26.12,24.27,25.2,26.66,3.49,28.06,24.57,18.92,89.69,13.6
2021,9,5,24.61,22.35,23.48,25.19,3.52,26.42,22.9,16.85,87.38,3.29
2021,9,6,26.55,24.12,25.34,27,6.52,29.96,23.44,18.8,86.94,1.94
2021,9,7,26.65,24.42,25.54,27.09,5.33,29.39,24.06,19.17,87.75,5.07
2021,9,8,26.98,25.07,26.03,27.25,4.3,29.18,24.88,19.9,89.5,8.13
2021,9,9,26.8,25.33,26.07,26.9,2.77,28.37,25.61,20.2,91.56,21.03
2021,9,10,26.63,25.36,25.99,26.79,3.07,28.29,25.22,20.2,92.69,8.77
2021,9,11,26.3,24.96,25.63,26.48,2.84,27.86,25.03,19.78,92.31,5.8
2021,9,12,26.96,24.97,25.97,27.13,4.77,29.71,24.95,19.84,89.12,3.22
2021,9,13,26.14,24.48,25.3,26.34,2.74,27.64,24.89,19.23,90.56,10.67
2021,9,14,26.11,24.4,25.26,26.45,3.38,27.78,24.4,19.04,90.38,30.73
2021,9,15,25.82,23.83,24.82,26.3,3.97,28.01,24.04,18.37,88.88,15.21
2021,9,16,26.94,23.93,25.44,26.94,3.79,29.05,25.26,18.55,83.75,0.52
2021,9,17,27.43,24.37,25.9,27.76,4.98,30.32,25.33,19.04,83.81,0.89
2021,9,18,27.46,24.55,26,27.62,5.05,30.39,25.34,19.23,84.56,1.96
2021,9,19,26.24,25.12,25.68,26.4,1.88,27.11,25.23,19.9,93.44,25.17
2021,9,20,26.55,24.12,25.33,26.98,5.73,29.46,23.73,18.8,86.88,5.06
2021,9,21,26.66,24.71,25.69,26.99,4.18,28.82,24.65,19.47,89.19,10.03
2021,9,22,26.53,24.5,25.51,27.02,5.38,29.27,23.9,19.23,88.81,10.09
2021,9,23,26.28,24.69,25.48,26.58,3.69,28.26,24.58,19.41,91,3.08
2021,9,24,26.78,24.69,25.73,27.16,5.16,29.48,24.32,19.41,88.56,10.69
2021,9,25,26.94,24.52,25.73,27.46,5.07,29.63,24.56,19.23,87.06,4.95
2021,9,26,26.96,24.48,25.73,27.23,3.85,29.15,25.31,19.17,86.5,0.99
2021,9,27,27.48,25.26,26.37,27.6,3.93,29.85,25.92,20.14,87.81,2.02
2021,9,28,27.9,24.96,26.43,28.01,4.27,30.38,26.12,19.78,84.44,1.51
2021,9,29,28.18,24.86,26.51,28.4,5.09,31.22,26.13,19.65,82.69,17.32
2021,9,30,27.83,25,26.41,28.26,4.95,30.57,25.62,19.78,85,25.43
2021,10,1,27.3,25.19,26.25,27.66,3.33,29.08,25.76,20.02,88.38,9.89
2021,10,2,26.89,24.92,25.9,27.26,3.23,28.76,25.53,19.65,89.12,20.82
2021,10,3,27.08,24.09,25.58,27.3,4.72,29.34,24.62,18.74,84.12,3.63
2021,10,4,27.26,24.37,25.81,27.63,4.06,29.39,25.32,19.1,84.44,22.51
2021,10,5,26.43,24.56,25.5,26.94,3.33,28.21,24.89,19.29,89.56,24.96
2021,10,6,26.3,24.73,25.52,26.73,3.09,28.04,24.94,19.53,91.06,21.72
2021,10,7,26.8,25.2,26,27.15,4.55,29.33,24.77,20.14,91.06,7.6
2021,10,8,26.88,25.53,26.2,26.99,3.06,28.66,25.6,20.51,92.25,18.43
2021,10,9,27.05,25.55,26.3,27.17,3.6,29.14,25.54,20.51,91.62,6.48
2021,10,10,27.34,25.63,26.48,27.43,4.26,29.65,25.4,20.63,90.44,4.06
2021,10,11,26.84,25.66,26.26,26.95,2.97,28.55,25.58,20.69,93.19,23.52
2021,10,12,25.98,24.44,25.21,26.27,3.89,27.99,24.1,19.17,91.12,21.12
2021,10,13,26.21,24.83,25.51,26.41,4.17,28.24,24.07,19.71,92.06,10.91
2021,10,14,27.27,25.58,26.43,27.27,4.49,29.73,25.24,20.57,90.56,26.11
2021,10,15,27.22,25.19,26.2,27.3,3.62,29.23,25.61,20.08,88.88,7.69
2021,10,16,26.3,24.32,25.31,26.55,3.13,28,24.87,18.98,88.94,10.32
2021,10,17,26,23.82,24.91,26.32,3.92,28.22,24.3,18.43,87.94,5.79
2021,10,18,26.55,24.12,25.33,26.84,5.07,29.04,23.97,18.74,86.81,0.18
2021,10,19,27.33,25.26,26.3,27.3,3.72,29.3,25.58,20.02,88.5,1.2
2021,10,20,27.36,25.52,26.44,27.44,3.3,29.26,25.97,20.32,89.81,18.85
2021,10,21,26.61,24.63,25.62,26.76,3.01,28.51,25.5,19.29,88.94,4.98
2021,10,22,26.86,24.81,25.83,26.98,3.69,28.94,25.26,19.53,88.62,4.18
2021,10,23,27.15,24.87,26.01,27.24,4.05,29.57,25.52,19.59,87.5,4.09
2021,10,24,27.14,23.65,25.4,27.54,6.88,30.8,23.94,18.19,82.25,0.63
2021,10,25,27.46,24.07,25.76,27.75,6.2,30.69,24.5,18.68,82.38,4.2
2021,10,26,27.42,24.83,26.12,27.69,5.82,30.58,24.76,19.59,86.12,1.98
2021,10,27,27.12,25.09,26.11,27.41,4.79,29.83,25.04,19.9,88.88,4.01
2021,10,28,27.17,25.09,26.13,27.28,3.6,29.33,25.73,19.84,88.5,1.42
2021,10,29,27.37,25.05,26.21,27.42,4.54,29.92,25.38,19.78,87.38,0.75
2021,10,30,26.87,25.09,25.98,27.04,3.87,28.76,24.9,19.84,90.12,2
2021,10,31,27.23,25.29,26.26,27.24,2.88,28.97,26.08,20.08,89.25,1.16
2021,11,1,27.35,25.22,26.28,27.42,4.91,30.01,25.1,20.02,88.38,2.43
2021,11,2,27.62,24.91,26.26,27.82,6.14,31.01,24.87,19.65,85.81,2.04
2021,11,3,27.16,24.81,25.98,27.21,4.63,29.51,24.88,19.53,87.31,7.25
2021,11,4,26.94,24.65,25.8,27.05,4.57,29.26,24.68,19.35,87.5,0.7
2021,11,5,26.41,24.55,25.48,26.64,3.48,28.47,24.98,19.23,89.69,2.62
2021,11,6,27.26,25.21,26.23,27.49,4.75,30.09,25.34,20.08,88.81,6.88
2021,11,7,27.33,25.28,26.3,27.42,3.62,29.73,26.11,20.14,88.69,1.09
2021,11,8,27.45,25.42,26.44,27.49,3.75,29.63,25.88,20.32,88.81,2.73
2021,11,9,26.55,24.29,25.42,26.48,4.12,29.01,24.89,18.98,87.56,3.87
2021,11,10,26.8,23.81,25.3,26.73,5.81,29.76,23.95,18.43,84.12,7.08
2021,11,11,26.37,24.35,25.37,26.62,4.89,29.26,24.37,19.04,88.88,20.19
2021,11,12,26.65,24.8,25.73,26.77,4.19,29.14,24.95,19.53,89.69,6.19
2021,11,13,26.9,24.83,25.87,27.05,4.57,29.61,25.05,19.53,88.62,6.14
2021,11,14,26.41,24.34,25.38,26.67,4.02,29,24.98,18.98,88.56,7.44
2021,11,15,26.55,24.47,25.51,26.63,4.56,29.15,24.58,19.17,88.56,8.24
2021,11,16,26.27,24.79,25.53,26.3,3.2,28.08,24.89,19.53,91.62,12.98
2021,11,17,26.55,24.48,25.51,26.62,4.48,28.96,24.48,19.17,88.62,1.39
2021,11,18,26.33,24.59,25.46,26.44,4.58,28.87,24.3,19.35,90.31,1.92
2021,11,19,27.14,24.72,25.93,27.32,5.38,30.23,24.84,19.47,87.19,0.53
2021,11,20,27.39,25.14,26.26,27.52,5.39,30.48,25.09,20.02,87.88,3.38
2021,11,21,27.15,25.12,26.14,27.34,5.28,30.09,24.81,19.96,89,0.37
2021,11,22,26.89,25.46,26.17,26.9,2.87,28.58,25.71,20.32,91.88,6.88
2021,11,23,27.27,24.59,25.93,27.38,6.06,30.76,24.69,19.29,85.81,3.41
2021,11,24,26.11,24.39,25.25,26.2,3.12,27.64,24.51,19.04,90.25,10.08
2021,11,25,26.51,24.18,25.34,26.66,3.9,28.85,24.95,18.8,87.31,3.06
2021,11,26,26.03,23.61,24.82,26.23,4.95,28.55,23.6,18.19,86.88,0.68
2021,11,27,25.17,23.6,24.39,25.57,3.54,26.76,23.22,18.19,91.06,11.53
2021,11,28,25.76,24.16,24.96,25.9,4.03,27.96,23.93,18.8,91,4.29
2021,11,29,25.62,24.43,25.02,25.74,3.3,27.58,24.28,19.17,93.06,15.12
2021,11,30,25.87,24.64,25.25,25.86,2.32,27.34,25.02,19.35,92.88,6.65
2021,12,1,25.69,23.08,24.39,25.87,4.48,28.14,23.65,17.58,85.88,0.37
2021,12,2,25.37,22.08,23.73,25.68,5.79,28.33,22.54,16.48,82.25,0.44
2021,12,3,25.37,21.75,23.56,25.87,5.3,27.91,22.62,16.11,80.62,0.8
2021,12,4,24.48,21.05,22.76,25.41,5.87,27.68,21.81,15.44,81.56,1.56
2021,12,5,24.53,21.16,22.85,25.37,8.78,28.73,19.95,15.62,82.19,1.8
2021,12,6,25.44,22.23,23.83,25.98,6.88,28.92,22.04,16.66,83.06,1.38
2021,12,7,25.6,21.59,23.6,25.9,6.72,28.73,22.01,15.99,78.94,0.18
2021,12,8,26.45,21.99,24.23,26.58,5.75,29.46,23.71,16.42,76.81,1.52
2021,12,9,26.14,23.5,24.82,26.13,3.88,28.2,24.33,18.01,85.5,4.46
2021,12,10,25.48,22.05,23.76,26.02,7.55,29.22,21.67,16.48,82,0.1
2021,12,11,25.48,21.19,23.33,25.78,7.98,29.01,21.03,15.56,77.69,0.03
2021,12,12,26.75,22.8,24.78,26.9,5.41,29.8,24.39,17.27,79.31,4.78
2021,12,13,26.08,22.9,24.49,26.49,6.67,29.44,22.77,17.4,83.25,0.73
2021,12,14,26.19,23,24.59,26.59,6.53,29.26,22.73,17.52,83,1.81
2021,12,15,26.56,23.65,25.11,26.74,5.8,29.89,24.08,18.25,84.5,0.68
2021,12,16,26.55,24.05,25.3,26.81,5.5,29.79,24.29,18.68,86.69,0.2
2021,12,17,26.49,24,25.24,27.04,6.59,30.26,23.67,18.62,86.81,0.59
2021,12,18,26.27,23.15,24.72,26.55,5.96,29.77,23.81,17.64,83.5,0.2
2021,12,19,24.34,21.52,22.94,24.73,5.54,27.08,21.55,15.99,84.5,0.05
2021,12,20,25.51,22.2,23.86,25.96,5.67,28.73,23.05,16.6,82.25,0.04
2021,12,21,25.93,23.08,24.5,26.22,5.6,29.03,23.43,17.52,84.5,0.33
2021,12,22,25.46,23.48,24.47,25.75,3.22,27.44,24.23,18.01,89,5.09
2021,12,23,25.23,22.79,24.01,25.4,3.77,27.41,23.65,17.27,86.56,0.51
2021,12,24,25.34,22.42,23.88,25.58,4.91,28.22,23.31,16.85,84.25,0.01
2021,12,25,25.82,22.87,24.35,26.05,6.71,29.62,22.9,17.33,84.5,0.05
2021,12,26,26.19,23.28,24.73,26.33,6.9,30.01,23.12,17.76,84.62,0.89
2021,12,27,26.18,22.62,24.4,26.35,6.16,29.83,23.67,17.03,81.5,1.33
2021,12,28,25.72,22.92,24.32,26.01,6.31,29.23,22.9,17.33,85.06,0.44
2021,12,29,25.95,23.12,24.54,26.08,6.95,29.77,22.82,17.58,84.88,0.23
2021,12,30,25.88,22.49,24.19,25.98,7.55,30.12,22.56,16.91,82.31,0.09
2021,12,31,25.05,21.44,23.24,25.19,6.68,28.69,22.01,15.81,80.88,0.01
